CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.6,1056.0,5.6,795.0,203.0,783.0,115.0,1187.0,896.0,12.5,63.7,0.9196
0.7,927.0,4.7,747.0,58.0,830.0,34.0,1633.0,910.0,23.5,67.4,1.9305
1.5,1115.0,5.8,804.0,223.0,734.0,131.0,1220.0,1136.0,14.3,59.2,0.9608
0.5,826.0,2.4,612.0,246.8967349054159,1111.0,113.09125081011017,1304.0,605.0,19.8,65.3,1.4894
4.2,1432.0,18.8,1264.0,660.0,487.0,179.0,1476.0,1888.0,11.8,44.4,0.6118
2.1527495439145157,950.0,4.6,743.0,246.8967349054159,841.0,113.09125081011017,1377.0,895.0,19.3,68.4,1.513
1.9,1099.8331664998332,10.08310532754978,939.1533755978201,214.0,835.4936047158269,156.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.1527495439145157,872.0,2.5,617.0,77.0,1026.0,86.0,1456.0,585.0,27.2,47.2,1.6803
0.6,913.0,4.3,728.0,121.0,802.0,63.0,1418.0,887.0,19.7,66.8,1.5184
3.7,1099.8331664998332,10.08310532754978,939.1533755978201,613.0,835.4936047158269,177.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.7,1065.0,10.0,977.0,83.0,736.0,90.0,1733.0,1103.0,25.9,46.1,1.5174
2.0,1099.8331664998332,10.08310532754978,939.1533755978201,101.0,835.4936047158269,107.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
3.3,1354.0,20.9,1321.0,445.0,504.0,107.0,1799.0,1496.0,20.8,56.3,1.3664
2.6,1354.0,14.4,1130.0,139.0,765.0,114.0,1808.0,1291.0,26.8,29.5,1.0209
2.2,1263.0,10.3,990.0,303.0,553.0,126.0,1465.0,1270.0,17.3,60.8,1.1885
0.9,965.0,6.1,818.0,35.0,844.0,47.0,1681.0,777.0,26.8,52.4,1.8141
0.6,705.0,1.1,508.0,93.0,1494.0,54.0,820.0,329.0,12.4,32.0,0.4583
1.0,855.0,3.8,698.0,66.0,1134.0,62.0,1449.0,526.0,25.6,37.0,1.2006
3.5,1242.0,16.4,1193.0,221.0,684.0,125.0,1945.0,1175.0,17.5,60.8,1.2029
2.1527495439145157,1007.0,10.6,1000.0,246.8967349054159,727.0,113.09125081011017,1197.0,1210.0,11.3,46.5,0.6194
2.1527495439145157,1126.0,6.4,830.0,246.8967349054159,853.0,113.09125081011017,1528.0,938.0,27.9,43.4,1.6017
1.6,1099.0,12.3,1059.0,146.0,1156.0,115.0,1416.0,1114.0,29.6,19.4,0.7897
2.5,918.0,4.5,737.0,220.0,1007.0,105.0,1030.0,703.0,9.6,53.9,0.6425
0.8,952.0,3.0,654.0,72.0,1210.0,73.0,1312.0,832.0,7.7,72.4,0.7655
0.9,1044.0,3.8,702.0,165.0,746.0,109.0,1099.0,1101.0,15.3,49.2,0.8493
2.1527495439145157,1182.0,12.4,1064.0,246.8967349054159,653.0,113.09125081011017,1616.0,1217.0,19.7,56.6,1.2811
2.3,1037.0,11.2,1021.0,246.8967349054159,747.0,113.09125081011017,1451.0,786.0,31.7,20.3,0.9336
1.8,1158.0,10.1,983.0,101.0,751.0,110.0,1803.0,808.0,38.1,26.3,1.7213
2.2,1169.0,8.3,910.0,334.0,726.0,87.0,1563.0,992.0,21.1,68.3,1.6914
2.1527495439145157,949.0,6.0,814.0,246.8967349054159,824.0,113.09125081011017,1563.0,653.0,26.7,46.7,1.6121
1.1,799.0,3.6,690.0,169.0,1125.0,104.0,823.0,611.0,7.1,33.7,0.3417
1.1,930.0,5.7,796.0,135.0,883.0,85.0,1263.0,977.0,18.6,49.1,1.0435
3.9,1160.0,13.0,1083.0,596.0,706.0,162.0,1114.0,1363.0,7.6,40.6,0.4273
1.9,959.0,7.4,875.0,421.0,797.0,191.0,864.0,1006.0,13.7,17.4,0.2715
2.1527495439145157,1072.0,6.4,831.0,246.8967349054159,757.0,113.09125081011017,1677.0,857.0,30.3,47.3,2.0034
3.7,1370.0,22.8,1372.0,404.0,485.0,124.0,1945.0,1400.0,20.8,64.7,1.5692
0.2,918.0,4.3,729.0,176.0,904.0,114.0,1014.0,639.0,9.4,53.6,0.6333
0.3,647.0,0.3,412.0,39.0,1964.0,29.0,779.0,274.0,10.6,36.1,0.4624
3.5,1440.0,19.1,1271.0,251.0,630.0,107.0,2163.0,1273.0,15.1,76.8,1.3061
1.5,1120.0,6.4,829.0,196.0,725.0,111.0,1259.0,910.0,16.3,51.9,0.9535
4.2,1274.0,14.6,1136.0,684.0,547.0,229.0,1233.0,1741.0,11.5,35.9,0.4862
2.9,1263.0,14.7,1138.0,371.0,503.0,117.0,1533.0,1296.0,12.1,67.3,0.9499
0.5,892.0,1.2,522.0,246.8967349054159,1522.0,113.09125081011017,1285.0,456.0,11.0,70.0,0.9215
2.8,1128.0,14.2,1124.0,267.0,717.0,123.0,1832.0,1362.0,22.8,41.9,1.1496
2.5,1156.0,14.8,1144.0,154.0,651.0,115.0,1832.0,1216.0,33.1,28.3,1.4121
0.8,980.0,3.4,677.0,73.0,1141.0,64.0,1435.0,659.0,14.6,58.8,0.9711
1.2,1074.0,5.4,784.0,79.0,1098.0,88.0,1483.0,1040.0,14.8,60.6,1.0148
2.3,1176.0,8.4,917.0,157.0,866.0,95.0,1560.0,1151.0,12.0,67.9,0.9523
0.3,1092.0,10.7,1005.0,64.0,669.0,98.0,1746.0,836.0,28.0,46.2,1.721
1.2,887.0,3.4,679.0,180.0,969.0,96.0,1132.0,786.0,12.3,71.2,1.0175
2.0,1338.0,11.0,1016.0,98.0,798.0,95.0,1766.0,1194.0,24.3,41.8,1.2561
2.7,1325.0,11.3,1027.0,426.0,591.0,162.0,1394.0,1365.0,13.5,63.0,0.9686
2.1527495439145157,893.0,4.6,741.0,31.0,1056.0,36.0,1664.0,743.0,18.9,79.0,1.704
0.9,867.0,3.3,669.0,271.0,1069.0,119.0,981.0,779.0,10.1,44.0,0.5434
4.1,1712.0,18.0,1239.0,671.0,443.0,229.0,1488.0,2411.0,9.9,63.2,0.7706
2.1527495439145157,1432.0,17.8,1234.0,246.8967349054159,553.0,113.09125081011017,1849.0,1342.0,22.9,57.9,1.5958
2.3,1171.0,10.0,978.0,344.0,637.0,138.0,1374.0,1092.0,12.5,63.2,0.9113
1.9,1232.0,8.1,903.0,284.0,626.0,127.0,1313.0,1152.0,15.0,56.2,0.9539
2.7,1156.0,8.2,909.0,456.0,684.0,250.0,1023.0,1384.0,4.1,55.0,0.4558
2.2,1098.0,11.0,1015.0,250.0,754.0,129.0,1508.0,996.0,32.2,24.7,1.1696
2.1527495439145157,1023.0,6.8,847.0,120.0,830.0,102.0,1663.0,916.0,25.4,48.5,1.5507
0.5,959.0,5.1,771.0,217.0,852.0,138.0,975.0,808.0,11.8,35.4,0.4877
5.4,1623.0,28.8,1522.0,398.0,447.0,111.0,2110.0,1618.0,28.0,38.5,1.437
2.0,1156.0,10.3,988.0,246.8967349054159,615.0,113.09125081011017,1634.0,1250.0,26.7,43.0,1.4808
6.5,1639.0,28.3,1510.0,728.0,378.0,227.0,1904.0,2001.0,15.9,47.9,0.8573
0.7,909.0,2.4,615.0,57.0,1237.0,49.0,1322.0,790.0,10.2,66.6,0.8299
2.1527495439145157,996.0,6.9,853.0,135.0,796.0,92.0,1621.0,1023.0,23.1,48.8,1.3638
0.7,935.0,4.1,716.0,50.0,915.0,62.0,1415.0,877.0,20.2,48.5,1.1319
1.6,1173.0,12.4,1063.0,201.0,814.0,86.0,1905.0,1218.0,20.4,63.1,1.4969
1.8,1035.0,5.4,783.0,295.0,794.0,167.0,969.0,943.0,10.1,36.7,0.4536
4.0,1524.0,17.6,1228.0,707.0,853.0,170.0,1646.0,1675.0,15.8,70.5,1.2557
2.7,1119.0,8.2,908.0,387.0,735.0,167.0,1173.0,1197.0,8.8,65.5,0.7435
2.4,1159.0,12.3,1061.0,138.0,812.0,122.0,1648.0,1174.0,22.2,33.4,0.8806
1.7,1099.8331664998332,10.08310532754978,939.1533755978201,178.0,835.4936047158269,134.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.9,1099.8331664998332,10.08310532754978,939.1533755978201,104.0,835.4936047158269,109.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
0.7,892.0,4.5,739.0,74.0,964.0,68.0,1479.0,768.0,20.2,50.7,1.1844
1.9,1009.0,8.4,916.0,103.0,1015.0,85.0,1391.0,738.0,16.3,30.8,0.5683
0.6,882.0,1.7,563.0,127.0,978.0,84.0,936.0,660.0,8.9,52.7,0.6034
1.7,1007.0,7.4,875.0,103.0,1027.0,104.0,1357.0,620.0,21.1,24.5,0.604
1.1,1201.0,10.2,985.0,289.0,585.0,156.0,1252.0,996.0,18.8,31.5,0.6752
2.7,1055.0,10.8,1007.0,457.0,736.0,145.0,1301.0,1019.0,10.5,62.2,0.7923
0.4,1096.0,5.5,788.0,191.0,699.0,114.0,1115.0,583.0,17.6,35.5,0.7065
0.8,918.0,4.2,721.0,57.0,1069.0,58.0,1353.0,785.0,13.8,51.4,0.8059
0.9,971.0,6.2,821.0,28.0,820.0,40.0,1637.0,811.0,25.1,53.9,1.689
4.6,1493.0,23.8,1399.0,618.0,466.0,150.0,1893.0,1708.0,19.0,61.6,1.3407
0.5,986.0,4.6,745.0,61.0,959.0,66.0,1426.0,888.0,16.5,53.5,0.9928
1.6,1061.0,8.8,931.0,195.0,699.0,65.0,1481.0,1015.0,18.5,69.5,1.4657
2.1527495439145157,1302.0,18.7,1260.0,246.8967349054159,658.0,113.09125081011017,1970.0,1471.0,23.0,37.5,1.0389
2.0,1129.0,9.8,971.0,325.0,707.0,90.0,1315.0,1064.0,8.7,83.7,0.9454
1.5,975.0,7.0,859.0,177.0,777.0,81.0,1043.0,1019.0,4.2,69.0,0.5737
1.8,1099.8331664998332,10.08310532754978,939.1533755978201,219.0,835.4936047158269,153.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.8,1230.0,12.6,1070.0,450.0,761.0,98.0,1431.0,1197.0,11.7,68.9,0.9439
2.1527495439145157,1099.8331664998332,10.08310532754978,939.1533755978201,246.8967349054159,835.4936047158269,113.09125081011017,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
4.2,1486.0,22.0,1351.0,274.0,571.0,100.0,2112.0,1692.0,16.1,54.8,0.996
3.0,1102.0,14.8,1141.0,435.0,648.0,103.0,1594.0,1114.0,17.9,57.8,1.1751
1.5,1008.0,4.3,726.0,228.0,834.0,156.0,913.0,1083.0,3.1,56.7,0.4388
2.0,1099.8331664998332,10.08310532754978,939.1533755978201,149.0,835.4936047158269,116.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.1527495439145157,862.0,5.7,798.0,246.8967349054159,1148.0,113.09125081011017,1456.0,582.0,24.8,31.3,0.9646
6.5,1761.0,32.6,1610.0,332.0,502.0,146.0,2488.0,2006.0,20.2,50.8,1.1924
3.4,1403.0,25.6,1443.0,313.0,508.0,142.0,2234.0,1811.0,25.2,38.6,1.2215
2.8,1086.0,15.3,1157.0,573.0,674.0,214.0,1237.0,1330.0,7.2,43.2,0.4417
4.1,1291.0,15.8,1174.0,465.0,567.0,91.0,1746.0,1341.0,21.7,67.3,1.7256
2.8,1307.0,12.9,1082.0,152.0,777.0,111.0,1769.0,830.0,14.3,58.2,0.9431
1.5,1079.0,6.9,851.0,93.0,991.0,81.0,1490.0,738.0,25.8,27.7,0.9076
1.6,1010.0,6.5,833.0,91.0,1070.0,83.0,1332.0,561.0,17.5,27.9,0.5517
2.1527495439145157,1099.8331664998332,10.08310532754978,939.1533755978201,191.0,835.4936047158269,81.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.6,1029.0,7.8,892.0,122.0,937.0,110.0,1474.0,760.0,17.4,40.3,0.7922
2.1,1181.0,12.8,1078.0,159.0,706.0,122.0,1870.0,1140.0,35.4,27.8,1.5733
2.5,1099.8331664998332,10.08310532754978,939.1533755978201,141.0,835.4936047158269,117.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.0,1110.0,9.2,948.0,101.0,901.0,86.0,1632.0,891.0,26.0,31.9,1.0566
5.6,1375.0,18.3,1247.0,583.0,531.0,221.0,1650.0,1375.0,18.3,52.8,1.1016
0.4,842.0,3.1,656.0,40.0,1080.0,48.0,1427.0,620.0,20.4,52.6,1.247
2.1,1280.0,11.4,1030.0,459.0,597.0,174.0,1246.0,1480.0,14.9,34.9,0.5869
1.4,971.0,5.5,786.0,92.0,1129.0,78.0,1272.0,546.0,16.5,29.0,0.5406
2.1527495439145157,961.0,4.9,759.0,246.8967349054159,943.0,113.09125081011017,1375.0,799.0,22.4,53.6,1.4379
2.1527495439145157,867.0,3.7,693.0,246.8967349054159,971.0,113.09125081011017,1335.0,825.0,19.7,63.4,1.4383
1.9,1099.8331664998332,10.08310532754978,939.1533755978201,156.0,835.4936047158269,123.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.1,1102.0,7.7,885.0,313.0,772.0,139.0,1051.0,1142.0,12.8,32.6,0.4814
2.7,1301.0,12.7,1074.0,532.0,574.0,214.0,1255.0,1636.0,13.5,35.0,0.5396
1.2,976.0,8.4,916.0,117.0,1044.0,117.0,1515.0,880.0,22.3,33.6,0.8913
2.8,1350.0,15.6,1168.0,388.0,475.0,160.0,1564.0,1539.0,21.7,39.0,0.9979
1.3,1126.0,5.2,775.0,236.0,760.0,101.0,1205.0,1019.0,11.7,69.8,0.9612
3.3,1361.0,14.6,1137.0,449.0,503.0,136.0,1526.0,1471.0,13.2,69.1,1.0452
3.4,1318.0,14.2,1124.0,218.0,762.0,113.0,1770.0,1287.0,12.1,54.9,0.7734
3.6,1012.0,7.1,861.0,311.0,785.0,119.0,1133.0,951.0,8.5,60.4,0.6713
1.0,844.0,3.5,680.0,122.0,1147.0,61.0,1129.0,518.0,22.0,32.2,0.8407
3.1,1361.0,21.8,1347.0,980.0,518.0,239.0,1456.0,1851.0,8.3,49.3,0.5414
4.0,1371.0,20.3,1305.0,599.0,521.0,152.0,1845.0,1461.0,21.2,64.4,1.6015
3.1,1149.0,14.2,1124.0,410.0,623.0,187.0,1141.0,1405.0,8.9,26.9,0.3069
5.4,1677.0,21.8,1346.0,300.0,741.0,134.0,2062.0,1657.0,9.7,64.6,0.7771
0.5,820.0,1.4,536.0,92.0,1137.0,70.0,777.0,374.0,11.9,35.6,0.4945
2.5,1063.0,11.7,1040.0,341.0,739.0,101.0,1413.0,1166.0,15.5,52.2,0.9136
2.1,1194.0,10.6,1000.0,254.0,653.0,74.0,1642.0,1059.0,22.2,64.4,1.7005
2.0,1060.0,10.9,1010.0,135.0,858.0,102.0,1623.0,1074.0,23.9,30.7,0.9002
2.1527495439145157,877.0,1.6,549.0,14.0,1265.0,26.0,1317.0,463.0,19.6,47.7,1.0736
2.1527495439145157,1114.0,12.3,1059.0,246.8967349054159,792.0,113.09125081011017,1704.0,1182.0,16.8,50.4,0.9545
3.6,1496.0,19.8,1292.0,178.0,680.0,145.0,1878.0,1300.0,27.3,30.0,1.0752
2.9,1261.0,17.0,1210.0,173.0,736.0,126.0,1769.0,1200.0,30.9,19.1,0.8394
1.4,979.0,5.9,805.0,246.8967349054159,809.0,113.09125081011017,1383.0,843.0,16.8,81.5,1.5418
1.8,1114.0,7.7,887.0,92.0,1020.0,86.0,1438.0,768.0,21.3,26.4,0.6607
1.8,1098.0,10.8,1007.0,120.0,799.0,116.0,1546.0,937.0,41.3,13.0,1.0154
3.4,1111.0,18.6,1256.0,261.0,765.0,158.0,1851.0,1197.0,29.1,22.0,0.8702
2.1527495439145157,966.0,4.8,756.0,246.8967349054159,908.0,113.09125081011017,1363.0,741.0,15.9,78.1,1.4039
0.8,962.0,4.7,747.0,37.0,862.0,38.0,1605.0,712.0,27.1,54.4,1.9168
0.7,949.0,1.6,552.0,98.0,1035.0,81.0,919.0,531.0,8.8,50.7,0.5752
3.1,1329.0,13.2,1090.0,562.0,508.0,181.0,1401.0,1473.0,19.1,36.7,0.8044
2.1527495439145157,1274.0,15.3,1159.0,246.8967349054159,545.0,113.09125081011017,1493.0,1326.0,10.6,67.9,0.8666
1.7,1024.0,6.2,819.0,235.0,782.0,126.0,1101.0,1083.0,8.3,69.7,0.7632
2.2,1077.0,9.8,969.0,337.0,690.0,135.0,1405.0,1023.0,16.8,58.9,1.1199
4.1,1507.0,20.5,1311.0,177.0,608.0,114.0,2107.0,1499.0,19.8,54.5,1.2488
2.1527495439145157,819.0,3.6,690.0,127.0,1051.0,84.0,907.0,819.0,1.8,61.7,0.4376
2.1527495439145157,1436.0,25.2,1435.0,246.8967349054159,479.0,113.09125081011017,1911.0,1710.0,18.3,63.8,1.331
0.8,924.0,3.3,673.0,28.0,1247.0,36.0,1346.0,430.0,28.8,22.7,0.8864
2.0,1040.0,3.6,688.0,185.0,846.0,115.0,920.0,1090.0,3.7,62.9,0.5059
1.8,1062.0,9.8,969.0,246.8967349054159,729.0,113.09125081011017,1459.0,782.0,37.1,21.2,1.3107
6.5,1476.0,34.9,1663.0,681.0,473.0,225.0,2167.0,1785.0,28.1,32.4,1.2173
2.1527495439145157,1487.0,27.6,1493.0,246.8967349054159,492.0,113.09125081011017,2345.0,1598.0,21.2,72.3,1.8007
3.2,1181.0,13.9,1114.0,147.0,787.0,119.0,1685.0,1032.0,18.3,35.9,0.7501
3.0,1163.0,12.5,1068.0,135.0,811.0,111.0,1616.0,977.0,17.8,37.5,0.7568
2.5,1146.0,13.0,1084.0,159.0,713.0,121.0,1829.0,1215.0,27.3,35.3,1.2606
5.2,1433.0,28.6,1518.0,693.0,499.0,170.0,1973.0,1770.0,19.0,47.8,1.0434
1.5,933.0,4.0,711.0,205.0,912.0,146.0,850.0,554.0,12.0,27.7,0.3885
2.1527495439145157,828.0,1.1,506.0,75.0,1222.0,73.0,945.0,673.0,4.8,75.7,0.659
2.1527495439145157,1222.0,13.0,1083.0,246.8967349054159,729.0,113.09125081011017,1624.0,1273.0,21.3,47.2,1.1825
2.1527495439145157,1296.0,10.1,983.0,246.8967349054159,845.0,113.09125081011017,1626.0,802.0,23.0,36.2,1.0053
0.8,966.0,2.5,622.0,63.0,1317.0,67.0,1342.0,571.0,13.6,59.0,0.9129
0.7,921.0,4.5,738.0,39.0,893.0,41.0,1623.0,818.0,26.5,60.6,2.063
1.7,1025.0,9.6,963.0,106.0,842.0,95.0,1621.0,917.0,15.8,56.2,1.0033
6.8,1486.0,30.8,1570.0,954.0,455.0,285.0,1557.0,2179.0,8.6,29.8,0.3344
1.0,845.0,1.8,569.0,128.0,1151.0,95.0,709.0,397.0,7.9,25.9,0.2774
1.6,1012.0,10.6,999.0,421.0,785.0,164.0,1057.0,1329.0,10.2,33.4,0.4143
2.1527495439145157,1078.0,8.0,897.0,246.8967349054159,732.0,113.09125081011017,1751.0,894.0,25.5,58.6,1.8891
0.5,850.0,2.0,583.0,83.0,955.0,64.0,914.0,589.0,10.1,49.7,0.6122
0.1,1127.0,7.6,884.0,248.0,704.0,136.0,1173.0,983.0,4.0,80.4,0.663
2.7,1248.0,11.9,1046.0,357.0,588.0,144.0,1404.0,1316.0,13.4,65.3,0.9967
5.9,1726.0,30.8,1570.0,659.0,359.0,200.0,2021.0,1947.0,20.1,43.2,1.0051
0.9,942.0,5.3,780.0,83.0,915.0,59.0,1419.0,737.0,21.5,57.9,1.4658
1.5,1098.0,4.7,747.0,80.0,1094.0,91.0,1360.0,764.0,14.9,43.5,0.7302
2.1527495439145157,988.0,7.1,862.0,246.8967349054159,736.0,113.09125081011017,1539.0,893.0,24.6,50.9,1.5508
0.7,968.0,2.6,628.0,56.0,1197.0,66.0,1372.0,737.0,11.3,72.9,0.9738
2.1527495439145157,1227.0,12.2,1055.0,246.8967349054159,705.0,113.09125081011017,1772.0,1360.0,23.0,64.8,1.802
2.1527495439145157,1110.0,13.3,1093.0,246.8967349054159,961.0,113.09125081011017,1661.0,1091.0,21.3,33.0,0.8284
2.1527495439145157,999.0,7.2,867.0,246.8967349054159,785.0,113.09125081011017,1644.0,864.0,27.2,46.0,1.6376
2.5,1159.0,12.1,1054.0,158.0,878.0,120.0,1603.0,1046.0,23.0,28.7,0.7976
2.1527495439145157,856.0,3.5,684.0,246.8967349054159,1023.0,113.09125081011017,1368.0,520.0,28.1,34.2,1.2802
2.1527495439145157,1102.0,10.8,1007.0,120.0,777.0,131.0,1534.0,880.0,39.2,16.4,1.1439
2.2,1161.0,12.7,1074.0,128.0,646.0,95.0,1777.0,1206.0,36.5,28.9,1.7359
0.5,771.0,3.0,652.0,21.0,1223.0,36.0,1239.0,440.0,37.9,15.9,1.0296
0.9,929.0,4.8,752.0,51.0,955.0,64.0,1385.0,544.0,38.8,23.7,1.6093
1.1,902.0,3.1,659.0,158.0,940.0,92.0,972.0,800.0,3.4,81.4,0.6425
2.8,1245.0,14.8,1143.0,639.0,569.0,128.0,1531.0,1406.0,15.9,62.7,1.1273
2.4,698.0,2.4,614.0,246.8967349054159,1286.0,113.09125081011017,718.0,591.0,10.4,19.2,0.242
1.0,925.0,3.4,677.0,151.0,958.0,105.0,901.0,1024.0,3.2,58.8,0.4578
2.1,1146.0,14.1,1119.0,171.0,746.0,101.0,1823.0,1200.0,27.2,30.7,1.0884
2.8,1444.0,15.0,1150.0,202.0,770.0,136.0,1727.0,1727.0,17.2,44.1,0.8558
2.1527495439145157,971.0,5.5,789.0,61.0,816.0,70.0,1594.0,879.0,23.1,70.1,1.9582
1.6,980.0,9.2,948.0,246.8967349054159,888.0,113.09125081011017,1702.0,1028.0,19.8,53.1,1.2093
4.7,1405.0,22.1,1353.0,227.0,602.0,125.0,2185.0,1296.0,17.2,68.3,1.3289
0.4,771.0,2.1,593.0,30.0,1155.0,45.0,1291.0,545.0,21.6,42.2,1.0762
2.3,1211.0,12.5,1067.0,230.0,609.0,101.0,1608.0,1270.0,26.1,47.1,1.5724
3.1,1073.0,14.0,1117.0,220.0,693.0,119.0,1762.0,1052.0,24.0,36.3,1.0708
0.1,1017.0,2.8,641.0,157.0,892.0,107.0,1044.0,482.0,12.5,55.4,0.7999
2.6,1176.0,14.2,1123.0,166.0,816.0,125.0,1609.0,1068.0,20.4,26.7,0.6323
2.4,1117.0,8.9,934.0,357.0,721.0,153.0,1075.0,1206.0,10.9,35.9,0.468
4.1,1326.0,19.7,1289.0,259.0,714.0,134.0,1806.0,1431.0,10.9,44.1,0.5748
2.1,1225.0,16.5,1196.0,156.0,673.0,145.0,1775.0,1277.0,41.9,14.8,1.1944
2.1527495439145157,1139.0,5.6,794.0,246.8967349054159,908.0,113.09125081011017,1456.0,849.0,30.1,38.5,1.6212
2.1,1061.0,6.8,849.0,373.0,757.0,145.0,1063.0,1125.0,4.0,69.8,0.5756
1.6,917.0,3.9,708.0,248.0,972.0,163.0,787.0,670.0,5.0,31.1,0.273
3.0,1093.0,15.5,1163.0,189.0,717.0,160.0,1705.0,1139.0,29.7,25.0,1.0246
2.0,1075.0,10.5,996.0,115.0,649.0,84.0,1838.0,1113.0,25.4,56.2,1.7961
2.2,1056.0,3.3,672.0,116.0,769.0,87.0,1184.0,830.0,15.4,62.0,1.0793
2.1527495439145157,1234.0,14.3,1126.0,104.0,644.0,104.0,1782.0,1252.0,30.1,30.2,1.2711
1.6,1027.0,11.8,1041.0,128.0,1237.0,112.0,1345.0,915.0,32.3,13.3,0.6303
0.8,792.0,2.0,583.0,105.0,1972.0,66.0,946.0,517.0,12.3,48.7,0.6931
0.5,841.0,4.0,713.0,73.0,1326.0,68.0,1330.0,525.0,19.2,39.7,0.8728
1.6,1085.0,8.4,918.0,179.0,721.0,72.0,1467.0,1023.0,24.6,50.4,1.5363
2.1527495439145157,1078.0,6.6,841.0,246.8967349054159,920.0,113.09125081011017,1595.0,962.0,15.5,63.3,1.1071
2.1527495439145157,800.0,0.9,492.0,90.0,1310.0,71.0,783.0,353.0,3.6,49.0,0.3915
4.9,1424.0,24.5,1417.0,246.8967349054159,488.0,113.09125081011017,2092.0,1674.0,33.2,30.1,1.5095
2.1,994.0,7.3,871.0,279.0,793.0,174.0,997.0,836.0,4.7,47.2,0.4075
2.1527495439145157,892.0,2.0,587.0,246.8967349054159,1070.0,113.09125081011017,1041.0,623.0,10.1,65.9,0.8148
2.5,1081.0,13.5,1099.0,113.0,749.0,97.0,1854.0,1087.0,21.8,47.8,1.2325
0.4,790.0,0.4,431.0,53.0,1439.0,49.0,722.0,354.0,2.8,43.8,0.3308
2.2,1210.0,9.1,943.0,333.0,611.0,188.0,1224.0,1390.0,14.6,44.5,0.7337
3.0,1251.0,18.0,1238.0,150.0,773.0,107.0,1779.0,1109.0,28.2,20.4,0.7677
0.9,998.0,2.1,591.0,246.8967349054159,937.0,113.09125081011017,1147.0,820.0,12.8,71.2,1.0454
2.1527495439145157,830.0,3.2,662.0,30.0,1217.0,31.0,1556.0,704.0,18.9,67.8,1.4689
2.1527495439145157,802.0,1.2,519.0,246.8967349054159,1523.0,113.09125081011017,1315.0,540.0,9.8,80.0,0.967
2.1527495439145157,1299.0,17.9,1237.0,246.8967349054159,553.0,113.09125081011017,1804.0,1350.0,17.6,69.2,1.3803
1.2,891.0,4.5,740.0,177.0,919.0,124.0,788.0,502.0,10.0,25.2,0.3079
1.4,1009.0,8.5,921.0,76.0,778.0,99.0,1635.0,692.0,37.1,25.6,1.5868
2.7,1148.0,11.3,1025.0,395.0,701.0,128.0,1165.0,1282.0,14.4,35.3,0.5763
1.6,1044.0,8.0,900.0,137.0,934.0,96.0,1471.0,919.0,13.8,47.4,0.7435
0.3,752.0,1.2,521.0,32.0,1451.0,23.0,1247.0,471.0,19.7,61.9,1.4017
2.1527495439145157,768.0,2.1,591.0,24.0,1183.0,37.0,1402.0,606.0,20.8,50.3,1.2207
2.1527495439145157,883.0,4.0,713.0,246.8967349054159,937.0,113.09125081011017,1351.0,777.0,17.7,70.3,1.4088
2.3,1102.0,7.9,897.0,326.0,715.0,173.0,1024.0,1196.0,5.7,42.1,0.3885
1.7,1141.0,8.1,904.0,226.0,646.0,126.0,1249.0,889.0,20.1,32.9,0.7672
0.6,811.0,2.9,644.0,76.0,1144.0,44.0,1289.0,655.0,18.2,60.8,1.2567
0.8,868.0,4.5,736.0,32.0,894.0,39.0,1548.0,638.0,24.9,57.3,1.7822
1.1,904.0,5.8,801.0,44.0,852.0,53.0,1400.0,862.0,24.1,37.9,1.1204
0.8,1044.0,8.3,912.0,111.0,758.0,89.0,1604.0,1177.0,21.4,46.5,1.172
4.6,1169.0,25.0,1430.0,300.0,636.0,190.0,1901.0,1372.0,32.3,18.4,0.8753
1.7,1508.0,18.2,1246.0,797.0,496.0,207.0,1498.0,1791.0,8.1,73.8,0.7968
2.5,1023.0,14.9,1147.0,185.0,829.0,115.0,1842.0,983.0,34.4,20.4,1.0857
1.7,1062.0,10.2,984.0,84.0,816.0,98.0,1796.0,842.0,25.2,46.6,1.4733
4.5,1477.0,25.5,1443.0,658.0,469.0,126.0,1878.0,1646.0,19.6,58.3,1.3141
1.6,954.0,5.9,807.0,208.0,833.0,115.0,1243.0,855.0,15.7,60.8,1.0769
2.1527495439145157,940.0,4.0,712.0,246.8967349054159,961.0,113.09125081011017,1499.0,848.0,20.6,76.2,1.8272
